problemTitle,language,code,id
Third Maximum Number,cpp,"// Third Maximum Number\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        int max1 = nums[0];\n        int max2 = nums[0], max3 = nums[0];\n        int n = nums.size();\n\n        for (int i = 0; i < n; i++)\n        {\n            if (nums[i] > max1)\n            {    \n                max1 = nums[i];\n            }\n        }\n\n        int flag = 0;\n        for (int i = 0; i < n; i++) \n        {\n            if (nums[i] < max1) \n            {\n                max2 = nums[i];\n                flag = 1;\n                break;\n            }\n        }\n        if (flag == 0) \n        {\n            return max1;\n        }\n\n        for (int i = 0; i < n; i++)\n            if (nums[i] < max1 && nums[i] > max2)\n                max2 = nums[i];\n        \n        flag = 0;\n        for (int i = 0; i < n; i++) \n        {\n            if (nums[i] < max2) \n            {\n                max3 = nums[i];\n                flag = 1;\n                break;\n            }\n        }\n        if (flag == 0)\n        {\n            return max1;\n        }\n\n        for (int i = 0; i < n; i++)\n        {\n            if (nums[i] < max2 && nums[i] > max3)\n            {\n                max3 = nums[i];\n            }\n        }\n\n        return max3;\n    }\n};\n",99
Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Set<Integer> s = new HashSet<>();\n        for(int i : nums){\n            s.add(i);\n        }\n        List<Integer> list = new ArrayList<>(s);\n        Collections.sort(list);\n        if(list.size() == 2){\n            return list.get(1);\n        }else if(list.size() == 1){\n            return list.get(0);\n        }else{\n            return list.get(list.size() - 3);\n        }\n    }\n},100
Third Maximum Number,cpp,"class Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        int len = nums.size();\n        if(len == 1){\n            return nums[0];\n        }\n\n        unordered_set<int> uniques;\n        for(int x : nums){\n            uniques.insert(x);\n        }\n\n        vector<int> sortedUniques;\n\n        for(int x : uniques){\n            sortedUniques.push_back(x);\n        }\n\n        if(sortedUniques.size() == 1){\n            return sortedUniques[0];\n        }\n        sort(sortedUniques.begin(), sortedUniques.end());\n        if(sortedUniques.size() == 2){\n            return sortedUniques[1];\n        }\n        return sortedUniques[sortedUniques.size()-3];\n    }\n};",101
Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        long first = Long.MIN_VALUE;\n        long second = Long.MIN_VALUE;\n        long third = Long.MIN_VALUE;\n\n        for (int num : nums) {\n            if (num == first || num == second || num == third)\n                continue;\n\n            if (num > first) {\n                third = second;\n                second = first;\n                first = num;\n            } else if (num > second) {\n                third = second;\n                second = num;\n            } else if (num > third) {\n                third = num;\n            }\n        }\n\n        return third == Long.MIN_VALUE ? (int) first : (int) third;\n    }\n}\n,105
Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        long max1=Long.MIN_VALUE,max2=Long.MIN_VALUE,max3=Long.MIN_VALUE;\n        for(long i : nums){\n            if(i>max1){\n                max3=max2;\n                max2=max1;\n                max1=i;\n            }\n            else if(i>max2 && i!=max1){\n                max3=max2;\n                max2=i;\n            }\n            else if(i>max3 && i!=max2 && i!=max1){\n                max3=i;\n            }\n        }\n        return (max3==Long.MIN_VALUE)? (int)max1 : (int)max3;\n    }\n}",110
Third Maximum Number,python,"class Solution:\n    def climbStairs(self, n: int) -> int:\n        steps = 0\n        if n == 1:\n            return 1\n        hashmap = {}\n        k = n\n        #climbing \n        def climb(k):\n            if k in hashmap:\n                return hashmap[k]\n            if k == 1:\n                return 1\n            if k == 2:\n                return 2\n            if k not in hashmap:\n                hashmap[k] = climb(k-1) + climb(k-2)\n            return climb(k-1)+climb(k-2)\n\n        steps += climb(k)\n        return steps\n",125
Third Maximum Number,python,"class Solution:\n    def climbStairs(self, n: int) -> int:\n        steps = 0\n        if n == 1:\n            return 1\n        hashmap = {}\n        k = n\n        #climbing \n        def climb(k):\n            if k in hashmap:\n                return hashmap[k]\n            if k == 1:\n                return 1\n            if k == 2:\n                return 2\n            if k not in hashmap:\n                hashmap[k] = climb(k-1) + climb(k-2)\n            return climb(k-1)+climb(k-2)\n\n        steps += climb(k)\n        return steps\n",126
Third Maximum Number,python,"class Solution:\n    def climbStairs(self, n: int) -> int:\n        steps = 0\n        if n == 1:\n            return 1\n        hashmap = {}\n        k = n\n        #climbing \n        def climb(k):\n            if k in hashmap:\n                return hashmap[k]\n            if k == 1:\n                return 1\n            if k == 2:\n                return 2\n            if k not in hashmap:\n                hashmap[k] = climb(k-1) + climb(k-2)\n            return climb(k-1)+climb(k-2)\n\n        steps += climb(k)\n        return steps\n",127
Third Maximum Number,python,"class Solution:\n    def climbStairs(self, n: int) -> int:\n        steps = 0\n        if n == 1:\n            return 1\n        hashmap = {}\n        k = n\n        #climbing \n        def climb(k):\n            if k in hashmap:\n                return hashmap[k]\n            if k == 1:\n                return 1\n            if k == 2:\n                return 2\n            if k not in hashmap:\n                hashmap[k] = climb(k-1) + climb(k-2)\n            return climb(k-1)+climb(k-2)\n\n        steps += climb(k)\n        return steps\n",128
Third Maximum Number,python,"class Solution(object):\n    def thirdMax(self, nums):\n        """"""\n        :type nums: List[int]\n        :rtype: int\n        """"""\n        nums.sort()\n        num=[]\n        for i in nums:\n            if i not in num:\n                num.extend([i])\n        if len(num)<3:\n            return num[-1]\n        return num[-3]",131
Third Maximum Number,python,"class Solution:\n    def thirdMax(self, nums: List[int]) -> int:\n        nums = set(nums)\n        nums = sorted(nums)\n        if len(nums) >= 3:\n            return nums[len(nums)-3]\n        return nums[len(nums)-1]\n",132
Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nvoid solution() {\n    int fmax=INT_MIN,smax=INT_MIN,tmax=INT_MIN;\n    int t=0;\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]==INT_MIN)\n        t=nums[i];\n\n        if(nums[i]>fmax){\n            tmax=smax;\n            smax=fmax;\n            fmax=nums[i];\n        }else if(nums[i]<fmax && nums[i]>smax){\n            tmax=smax;\n            smax=nums[i];\n        }else if(nums[i]<smax && nums[i]>tmax){\n            tmax=nums[i];\n        }\n    }\n    if(t==0 && tmax==INT_MIN){\n        return fmax;\n    }\n    else if(tmax==smax){\n        return fmax;\n    }\n    else if(t!=0){\n        return t;\n    }\n    else{\n        return tmax;\n    }\n}",134
Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nvoid solution() {\n    int fmax=INT_MIN,smax=INT_MIN,tmax=INT_MIN;\n    int t=0;\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]==INT_MIN)\n        t=nums[i];\n\n        if(nums[i]>fmax){\n            tmax=smax;\n            smax=fmax;\n            fmax=nums[i];\n        }else if(nums[i]<fmax && nums[i]>smax){\n            tmax=smax;\n            smax=nums[i];\n        }else if(nums[i]<smax && nums[i]>tmax){\n            tmax=nums[i];\n        }\n    }\n    if(t==0 && tmax==INT_MIN){\n        return fmax;\n    }\n    else if(tmax==smax){\n        return fmax;\n    }\n    else if(t!=0){\n        return t;\n    }\n    else{\n        return tmax;\n    }\n}",135
Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nvoid solution() {\n    int thirdMax(int* nums, int numsSize) {\n    long f=LONG_MIN,s=LONG_MIN,t=LONG_MIN;\n    for(int i=0;i<numsSize;i++){\n        long x=nums[i];\n    \n        if(x==f || x==s || x==t){\n            continue;\n        }\n\n        if(x>f){\n            t=s;\n            s=f;\n            f=x;\n        }\n        else if(x>s){\n            t=s;\n            s=x;\n        }\n        else if(x>t){\n            t=x;\n        }\n    }\n    if(t==LONG_MIN){\n        return f;\n    }\n    return t;\n}\n}",138
Third Maximum Number,python,"int thirdMax(int* nums, int numsSize){\n    for(int i=0;i<numsSize;i++){\n        for(int j=i+1;j<numsSize;j++){\n            if(nums[i]<nums[j]){\n                int temp=nums[i];\n                nums[i]=nums[j];\n                nums[j]=temp;\n            }\n        }\n    }\n    int c=0,d=1;\n    for(int i=0;i<numsSize-1;i++){\n        if(nums[i]!=nums[i+1]){\n            d++;\n            if(d==3){\n                return nums[i+1];\n            }\n        }\n    }\n    \n    return nums[0];\n}",139
Third Maximum Number,python,"int thirdMax(int* nums, int numsSize){\n    for(int i=0;i<numsSize;i++){\n        for(int j=i+1;j<numsSize;j++){\n            if(nums[i]<nums[j]){\n                int temp=nums[i];\n                nums[i]=nums[j];\n                nums[j]=temp;\n            }\n        }\n    }\n    int c=0,d=1;\n    for(int i=0;i<numsSize-1;i++){\n        if(nums[i]!=nums[i+1]){\n            d++;\n            if(d==3){\n                return nums[i+1];\n            }\n        }\n    }\n    \n    return nums[0];\n}",140
Third Maximum Number,c,"int thirdMax(int* nums, int numsSize) {\n    long max1=LONG_MIN;\n    long max2=LONG_MIN;\n    long max3=LONG_MIN;\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]>max1){\n            max1=nums[i];\n        }\n    }\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]>max2 && nums[i]!=max1){\n            max2=nums[i];\n        }\n    }\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]>max3 && nums[i]!=max1 && nums[i]!=max2){\n            max3=nums[i];\n        }\n    }\n    if(max1==max2){\n        return max1;\n    }\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]>max3 && nums[i]!=max1 && nums[i]!=max2){\n            max3=nums[i];\n        }\n    }\n    if(max3==LONG_MIN){\n        return max1;\n    }\n    return max3;\n}",143
Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\nint thirdMax(int* nums, int numsSize) {\n    long int m1=LONG_MIN,m2=LONG_MIN,m3=LONG_MIN;\n    int i;\n    for(i=0;i<numsSize;i++){\n        if(nums[i]==m1 || nums[i]==m2 || nums[i]==m3) continue;\n        if(nums[i]>m1){\n            m3=m2;\n            m2=m1;\n            m1=nums[i];\n        }\n        else if(nums[i]>m2){\n            m3=m2;\n            m2=nums[i];\n        }\n        else if(nums[i]>m3)\n            m3=nums[i];\n\n    }\n    if(m3==LONG_MIN){\n        return(m1);\n    }\n    return (m3);\n}",144
Third Maximum Number,c,"int thirdMax(int* nums, int numsSize) {\n\n    long first = LONG_MIN;\n    long second = LONG_MIN;\n    long third = LONG_MIN;\n\n    for (int i = 0; i < numsSize; i++) {\n        if (nums[i] > first) {\n            first = nums[i];\n        }\n    }\n\n    for (int i = 0; i < numsSize; i++) {\n        if (nums[i] < first && nums[i] > second) {\n            second = nums[i];\n        }\n    }\n\n    for (int i = 0; i < numsSize; i++) {\n        if (nums[i] < second && nums[i] > third) {\n            third = nums[i];\n        }\n    }\n\n    int distinctCount = 0;\n    if (first != LONG_MIN) distinctCount++;\n    if (second != LONG_MIN) distinctCount++;\n    if (third != LONG_MIN) distinctCount++;\n\n    if (distinctCount < 3) {\n        return (int)first;\n    } else {\n        return (int)third;\n    }\n}\n",148
Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Arrays.sort(nums);\n        for (int i=0; i<nums.length/2;i++) {\n            int temp = nums[i];\n            nums[i] = nums[nums.length - 1 - i];\n            nums[nums.length - 1 - i] = temp;\n        }\n        int elemCounted = 1;\n        int prevElem=nums[0];\n        for (int i = 1; i<nums.length;i++) {\n            if (nums[i] != prevElem) {\n                elemCounted += 1;\n                prevElem = nums[i];\n            }\n            if (elemCounted == 3) {\n                return nums[i];\n            }\n        }\n        return nums[0];\n    }\n},149
Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nint thirdMax(int* nums, int numsSize) {\n   long long max=LLONG_MIN;\n   long long max2=LLONG_MIN;\n   long long max3=LLONG_MIN;\n\n   for(int i=0;i<numsSize;i++)\n   {\n    if(nums[i]==max || nums[i]==max2 || nums[i]==max3)\n    continue;\n    if(nums[i]>max)\n    {\n        max3=max2;\n        max2=max;\n        max=nums[i];\n    }\n    else if(nums[i]>max2)\n    {\n        max3=max2;\n        max2=nums[i];\n    }\n    else if(nums[i]>=max3)\n    {\n        max3=nums[i];\n    }\n   }\n   if(max3==LLONG_MIN)\n   return max;\n\n   return max3;\n}\n    \nint main()\n{\nint n;\nscanf(""%d"",&n);\nint a[n];\nfor(int i=0;i<n;i++)\n{\nscanf(""%d"",&a[i]);\n}\nprintf(""%d"",thirdMax(a,n));\n}",152
Third Maximum Number,cpp,"#include <limits.h>\n\nclass Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        int max = getMax(nums);\n        int trueMax = max;\n        remove(nums, max);\n        \n        for (int i=0; i<2; i++) {\n            if(nums.empty()) return trueMax;\n            max = getMax(nums);\n            remove(nums, max);\n        }\n        return max;\n    }\n\n    int getMax(vector<int>& nums) {\n        int max= INT_MIN;\n        for (int num: nums) {\n            if (num > max) max = num;\n        }\n        return max;\n    }\n    \n    void remove(vector<int>& nums, int val) {\n        for (int i=0; i<nums.size(); i++) {\n            if (nums[i] == val){\n                nums.erase(nums.begin() + i);\n                i--;\n            }\n        }\n    }\n};",153
Third Maximum Number,c,"int compare(const void *a, const void *b){\n    int arg1 = *(const int *)a;\n    int arg2 = *(const int *)b;\n    if(arg1>arg2) return -1;\n    if(arg1<arg2) return 1;\n    return 0;\n}\n\n\nint thirdMax(int* nums, int numsSize) {\n    qsort(nums, numsSize, sizeof(int), compare);\n    int i=0;\n    for(int j=1; j<numsSize; j++){\n        if(nums[i]!=nums[j]){\n            i++;\n            nums[i]=nums[j];\n        }\n    }\n    numsSize = i+1;\n    int val;\n\n    if(numsSize>=3)\n        val = nums[2];\n    else\n        val = nums[0];\n    \n    return val;\n\n\n\n    \n}",155
Third Maximum Number,python,https://leetcode.com/problems/third-maximum-number/submissions/1907494226/,160
Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        long max1=Long.MIN_VALUE,max2=Long.MIN_VALUE,max3=Long.MIN_VALUE;\n       for(int i=0;i<nums.length;i++)\n       {     long n=nums[i];\n            if(max1==n|| max2==n|| max3==n) continue;\n            if(n>max1){\n                max3=max2;\n                max2=max1;\n                max1=n;\n            }else if(n>max2){\n                max3=max2;\n                max2=n;\n            }else if(n>max3) max3=n;\n        }\n        return (int)((max3==Long.MIN_VALUE)?max1:max3);\n\n    }\n}",165
Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        long max1=Long.MIN_VALUE,max2=Long.MIN_VALUE,max3=Long.MIN_VALUE;\n       for(int i=0;i<nums.length;i++)\n       {     long n=nums[i];\n            if(max1==n|| max2==n|| max3==n) continue;\n            if(n>max1){\n                max3=max2;\n                max2=max1;\n                max1=n;\n            }else if(n>max2){\n                max3=max2;\n                max2=n;\n            }else if(n>max3) max3=n;\n        }\n        return (int)((max3==Long.MIN_VALUE)?max1:max3);\n\n    }\n}",166
Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        long f = Long.MIN_VALUE;\n        long s = Long.MIN_VALUE;\n        long t = Long.MIN_VALUE;\n        \n        for(int num:nums)\n        {\n            if(num==f ||num==s||num==t) \n            {continue;}\n            if(num>f)\n            {\n                t=s;\n                s=f;\n                f=num;\n            }\n            else if(num>s)\n            {\n                t=s;\n                s=num;\n            }\n            else if(num>t)\n            {\n                t=num;\n            }\n        }\n       return (t==Long.MIN_VALUE)? (int)f:(int)t;\n    }\n},170
Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nint thirdMax(int* nums, int numsSize) {\n        int m1=INT_MIN,m2=INT_MIN,m3=INT_MIN,f=0,c=0;\n        for(int i=0;i<numsSize;i++){\n            if(m1<nums[i]){\n                m1=nums[i];\n            }\n        }\n        for(int i=0;i<numsSize;i++){\n            if(m2<nums[i] && m1!=nums[i]){\n                m2=nums[i];\n            }\n        }\n        for(int i=0;i<numsSize;i++){\n            if(m3<=nums[i] && m2!=nums[i] && m1!=nums[i]){\n                m3=nums[i];\n                f=1;\n            }\n        }\n        if(f==0)return m1;\n        return m3;\n}",172
Third Maximum Number,c,"int thirdMax(int* nums, int numsSize) {\n    int first,second,third;\n    if(numsSize<3){\n        if(nums[0]>nums[1]){\n            return nums[0];\n        }else{\n            return nums[1];\n        }\n    }\n    else{\n        for (int i = 0; i < numsSize; i++) {\n            int n = nums[i];\n            if (n == first || n == second || n == third)\n                continue;\n            if (n > first) {\n                third = second;\n                second = first;\n                first = n;\n            }\n            else if (n > second) {\n                third = second;\n                second = n;\n            }\n            else if (n > third) {\n                third = n;\n            }\n        }\n    return third;\n    }\n}",173
Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nint thirdMax(int* nums, int numsSize) {\n    long long int max1=LONG_MIN, max2=LONG_MIN, max3=LONG_MIN;\n    for (int i=0;i<numsSize;i++) {\n        int n=nums[i];\n        if (n==max1||n==max2||n==max3) \n        continue;\n        if (n>max1) {\n            max3=max2;\n            max2=max1;\n            max1=n;\n        } else if(n>max2) {\n            max3=max2;\n            max2=n;\n        } else if(n>max3) {\n            max3=n;\n        }\n    }\n    if(max3==LONG_MIN){\n        return max1;\n    }\n    return max3;\n}",176
Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nint thirdMax(int* nums, int numsSize) {\n    long long int max1=LONG_MIN, max2=LONG_MIN, max3=LONG_MIN;\n    for (int i=0;i<numsSize;i++) {\n        int n=nums[i];\n        if (n==max1||n==max2||n==max3) \n        continue;\n        if (n>max1) {\n            max3=max2;\n            max2=max1;\n            max1=n;\n        } else if(n>max2) {\n            max3=max2;\n            max2=n;\n        } else if(n>max3) {\n            max3=n;\n        }\n    }\n    if(max3==LONG_MIN){\n        return max1;\n    }\n    return max3;\n}",177
Third Maximum Number,cpp,// Third Maximum Number\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        long f=INT_MIN;\n        long s=INT_MIN;\n        long t=INT_MIN;\n        int c=nums.size();\n    unordered_set<int> seen;\n    vector<int> result;\n    for (int x : nums) {\n        if (seen.find(x) == seen.end()) {\n            seen.insert(x);\n            result.push_back(x);\n        }\n    }\n        for(int i=0;i<result.size();i++){\n            if(result[i]>f){\n                t=s;\n                s=f;\n                f=result[i];\n            }\n            else if(result[i]>s){\n                t=s;\n                s=result[i];\n            }\n            else if(result[i]>t){\n                t=result[i];\n            }\n        }\n        if(result.size()<3){\n            return f;\n        }\n        else{\n            return t;\n        }\n        \n    }\n    \n};\n        \n  ,178
Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Set<Integer> n=new HashSet<>();\n        for(int i:nums) n.add(i);\n        Integer[] a=n.toArray(new Integer[0]);\n       Arrays.sort(a);\n       if(a.length>=3)\n{       return a[a.length-3];\n \n   }\n   if(a.length<3) return a[a.length-1];\n    return 0;\n      }\n}    ,179
Third Maximum Number,c,"int thirdMax(int* nums, int numsSize) {\n    long long firstmax = LLONG_MIN;\n    long long secondmax = LLONG_MIN;\n    long long thirdmax = LLONG_MIN;\n    for(int i=0; i<numsSize; i++){\n        if(nums[i]==firstmax || nums[i]==secondmax || nums[i]==thirdmax){\n            continue;\n        }\n        else if(nums[i]>firstmax){\n            thirdmax = secondmax;\n            secondmax = firstmax;\n            firstmax = nums[i];\n        }\n        else if(nums[i]>secondmax){\n            thirdmax = secondmax;\n            secondmax = nums[i];\n        }\n        else if(nums[i]>thirdmax){\n            thirdmax = nums[i];\n        }\n        \n    }\n    return (thirdmax==LLONG_MIN)?firstmax:thirdmax;\n}",182
Third Maximum Number,cpp,"// Third Maximum Number\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    void solution() {\n        sort(nums.begin(),nums.end());\n        int index=1;\n        for(int i=1;i<nums.size();i++){\n            if(nums[i]!=nums[i-1]){\n                nums[index]=nums[i];\n                index++;\n            }\n        }\n        if(index<3){\n        if(index==1){\n            return nums[0];\n        }else if(nums[0]<nums[1]){\n            return nums[1];\n        }else{\n            return nums[0];\n        }\n        }\n        return nums[index-3];\n    }\n};",183
Third Maximum Number,c,"// Third Maximum Number\n#include <limits.h>\n\nint thirdMax(int* nums, int numsSize) {\n    long first = LONG_MIN, second = LONG_MIN, third = LONG_MIN;\n\n    for (int i = 0; i < numsSize; i++) {\n        long x = nums[i];\n\n        if (x == first || x == second || x == third)\n            continue;\n\n        if (x > first) {\n            third = second;\n            second = first;\n            first = x;\n        } else if (x > second) {\n            third = second;\n            second = x;\n        } else if (x > third) {\n            third = x;\n        }\n    }\n\n    return (third == LONG_MIN) ? (int)first : (int)third;\n}\n",184
Third Maximum Number,cpp,"class Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        int count=0;\n        int first=INT_MIN;\n        {\n            for(int i=0;i<nums.size();i++)\n            {\n                first=max(first,nums[i]);\n\n            }\n            if(nums.size()<3)\n            {\n                return first;\n            }\n            else\n            {\n                count=1;\n                int second=INT_MIN;\n                for(int i=0;i<nums.size();i++)\n                {\n                    if(first>nums[i])\n                        second=max(second,nums[i]);\n                }\n                int third=INT_MIN;\n                for(int i=0;i<nums.size();i++)\n                {\n                    if(second>nums[i])\n                        third=max(third,nums[i]);\n                }\n\n                return third;\n\n\n        }\n    \n        \n    }\n\n\n    }\n};",186
Third Maximum Number,c,"int thirdMax(int* nums, int numsSize) {\n    long int max1=LONG_MIN,max2=LONG_MIN,max3=LONG_MIN;\n    int i;\n    for(i=0;i<numsSize;i++){\n        if(nums[i]==max1 || nums[i]==max2 || nums[i]==max3) continue;\n        if(nums[i]>max1){\n            max3=max2;\n            max2=max1;\n            max1=nums[i];\n        }\n        else if(nums[i]>max2){\n            max3=max2;\n            max2=nums[i];\n        }\n        else if(nums[i]>max3)\n            max3=nums[i];\n\n    }\n    if(max3==LONG_MIN){\n        return(max1);\n    }\n    return (max3);\n}",190
Third Maximum Number,python,"class Solution:\n    def thirdMax(self, nums: List[int]) -> int:\n        sets=set(nums)\n        nums=list(sets)\n        nums.sort()\n        if len(nums)<3:\n             return max(nums)\n        else:\n             return nums[-3]",193
Third Maximum Number,c,"int thirdMax(int* nums, int numsSize) {\n    for (int i = 0; i < numsSize; i++) {\n        for (int j = i + 1; j < numsSize; j++) {\n            if (nums[i] < nums[j]) {\n                int temp = nums[i];\n                nums[i] = nums[j];\n                nums[j] = temp;\n            }\n        }\n    }\n    int count, i = 0;\n    while (nums[i] != '\0') {\n        if (nums[i] != nums[i+1]) {\n            continue;\n        }else{\n            nums[i + 1] = nums[i + 2];\n        }\n        i++;\n    }\n    return nums[2];\n}",194
Third Maximum Number,cpp,class Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        int n = nums.size();\n        int max = nums[0];\n        int min = nums[0];\n        int sec = 0;\n        for(int i=0;i<n;i++){\n            if(nums[i] > max){\n                max = nums[i];\n            }\n        }\n        for(int i=0;i<n;i++){\n            if(nums[i] < min){\n                min = nums[i];\n            }\n        }\n        for(int i=0;i<n;i++){\n            if(nums[i] > min && nums[i] < max){\n                sec = nums[i];\n            }\n        }\n        if(sec > 0){\n            return max;\n        }\n        return min;\n    }\n};,196
Third Maximum Number,python,"class Solution:\n    def thirdMax(self, nums: List[int]) -> int:\n        nums = sorted(set(nums))\n        if len(nums) < 3:\n            return nums[-1]\n        return nums[-3]\n",198
Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] n)\n    {\n       int l=n.length;\n       int fmax=Integer.MIN_VALUE,smax=Integer.MIN_VALUE,tmax=Integer.MIN_VALUE;\n       HashSet<Integer> uni=new HashSet<>();\n       for(int i:n)\n       {\n          uni.add(i);\n       }\n       for(int i:uni)\n       {\n          if(fmax<i)\n          {\n            tmax=smax;\n            smax=fmax;\n            fmax=i;\n          }\n          else if(smax<i && smax!=fmax)\n          {\n             tmax=smax;\n             smax=i;\n          }\n          else if(tmax<i && tmax!=smax && tmax!=fmax)\n          {\n             tmax=i;\n          }\n       }\n       if(uni.size()<=2) return fmax;\n       return tmax;\n    }\n}",199
Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Arrays.sort(nums);\n        int count=0;\n        for(int i=nums.length-1;i>0;i--){\n            if(nums[i]!=nums[i-1]) count++;\n            if(count==2) return nums[i-1];\n        }\n        return nums[nums.length-1];\n    }\n},201
Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Set<Integer> n= new HashSet<>();\n        for(int x : nums){\n            n.add(x);}\n        List<Integer>  l=new ArrayList<>(n);\n        Collections.sort(l);\n        if(l.size()==2) return l.get(1);\n        else if(l.size()==1) return l.get(0);\n        else return l.get(l.size()-3);}},202
